longitude,latitude,mean_surface_temp
121.50,18.75,26.56600000000003
122.25,18.75,26.835000000000036
123.00,18.75,26.93300000000005
123.75,18.75,26.854000000000042
124.50,18.75,26.77600000000001
125.25,18.75,26.71900000000005
126.00,18.75,26.70700000000005
126.75,18.75,26.735000000000014
127.50,18.75,26.74200000000002
128.25,18.75,26.790999999999997
129.00,18.75,26.80600000000004
129.75,18.75,26.858000000000004
130.50,18.75,26.874000000000024
111.00,19.50,25.17100000000005
111.75,19.50,25.460000000000036
112.50,19.50,25.55400000000003
113.25,19.50,25.653999999999996
114.00,19.50,25.75400000000002
114.75,19.50,25.878000000000043
115.50,19.50,26.010000000000048
116.25,19.50,26.16700000000003
117.00,19.50,26.32000000000005
117.75,19.50,26.47800000000001
118.50,19.50,26.647000000000048
119.25,19.50,26.775000000000034
120.00,19.50,26.835000000000036
120.75,19.50,26.76600000000002
121.50,19.50,26.746000000000038
122.25,19.50,26.709000000000003
123.00,19.50,26.62900000000002
123.75,19.50,26.545000000000016
124.50,19.50,26.498000000000047
125.25,19.50,26.44500000000005
126.00,19.50,26.46900000000005
126.75,19.50,26.475000000000023
127.50,19.50,26.515000000000043
128.25,19.50,26.56400000000002
129.00,19.50,26.605000000000018
129.75,19.50,26.640000000000043
130.50,19.50,26.66900000000004
111.00,20.25,24.354000000000042
111.75,20.25,24.834000000000003
112.50,20.25,24.927999999999997
113.25,20.25,25.074000000000012
114.00,20.25,25.186000000000035
114.75,20.25,25.341000000000008
115.50,20.25,25.486000000000047
116.25,20.25,25.656000000000006
117.00,20.25,25.840000000000032
117.75,20.25,26.02600000000001
118.50,20.25,26.184000000000026
119.25,20.25,26.32000000000005
120.00,20.25,26.42100000000005
120.75,20.25,26.430000000000007
121.50,20.25,26.382000000000005
122.25,20.25,26.319000000000017
123.00,20.25,26.26600000000002
123.75,20.25,26.19500000000005
124.50,20.25,26.16300000000001
125.25,20.25,26.16700000000003
126.00,20.25,26.18300000000005
126.75,20.25,26.208000000000027
127.50,20.25,26.27000000000004
128.25,20.25,26.29600000000005
129.00,20.25,26.355000000000018
129.75,20.25,26.38900000000001
130.50,20.25,26.424000000000035
111.00,21.00,23.947000000000003
111.75,21.00,23.954000000000008
112.50,21.00,24.124000000000024
113.25,21.00,24.313000000000045
114.00,21.00,24.512
114.75,21.00,24.68300000000005
115.50,21.00,24.850000000000023
116.25,21.00,25.024
117.00,21.00,25.221000000000004
117.75,21.00,25.43900000000002
118.50,21.00,25.67100000000005
119.25,21.00,25.871000000000038
120.00,21.00,25.991000000000042
120.75,21.00,25.991000000000042
121.50,21.00,25.950000000000045
122.25,21.00,25.91700000000003
123.00,21.00,25.88100000000003
123.75,21.00,25.857000000000028
124.50,21.00,25.860000000000014
125.25,21.00,25.85300000000001
126.00,21.00,25.883000000000038
126.75,21.00,25.92100000000005
127.50,21.00,25.95300000000003
128.25,21.00,26.02600000000001
129.00,21.00,26.062000000000012
129.75,21.00,26.11700000000002
130.50,21.00,26.14500000000004
111.00,21.75,22.989000000000033
111.75,21.75,22.480000000000018
112.50,21.75,23.43300000000005
113.25,21.75,23.586000000000013
114.00,21.75,23.661
114.75,21.75,23.89500000000004
115.50,21.75,24.076999999999998
116.25,21.75,24.261000000000024
117.00,21.75,24.44300000000004
117.75,21.75,24.682000000000016
118.50,21.75,24.983000000000004
119.25,21.75,25.338000000000022
120.00,21.75,25.484000000000037
120.75,21.75,25.504999999999995
121.50,21.75,25.348000000000013
122.25,21.75,25.50600000000003
123.00,21.75,25.54400000000004
123.75,21.75,25.535000000000025
124.50,21.75,25.525000000000034
125.25,21.75,25.574000000000012
126.00,21.75,25.559000000000026
126.75,21.75,25.626000000000033
127.50,21.75,25.62700000000001
128.25,21.75,25.709000000000003
129.00,21.75,25.725000000000023
129.75,21.75,25.793000000000006
130.50,21.75,25.831000000000017
111.00,22.50,21.94500000000005
111.75,22.50,22.02000000000004
112.50,22.50,22.442000000000007
113.25,22.50,22.914000000000044
114.00,22.50,23.028999999999996
114.75,22.50,23.260000000000048
115.50,22.50,23.15300000000002
116.25,22.50,23.225000000000023
117.00,22.50,23.50400000000002
117.75,22.50,23.736000000000047
118.50,22.50,24.07800000000003
119.25,22.50,24.605000000000018
120.00,22.50,24.817000000000007
120.75,22.50,22.968000000000018
121.50,22.50,23.854000000000042
122.25,22.50,24.903999999999996
123.00,22.50,25.172000000000025
123.75,22.50,25.26400000000001
124.50,22.50,25.196000000000026
125.25,22.50,25.29200000000003
126.00,22.50,25.239000000000033
126.75,22.50,25.30800000000005
127.50,22.50,25.30200000000002
128.25,22.50,25.343000000000018
129.00,22.50,25.38900000000001
129.75,22.50,25.412000000000035
130.50,22.50,25.472000000000037
111.00,23.25,21.527000000000044
111.75,23.25,21.528999999999996
112.50,23.25,21.845000000000027
113.25,23.25,22.253000000000043
114.00,23.25,22.170000000000016
114.75,23.25,21.864000000000033
115.50,23.25,21.575000000000045
116.25,23.25,22.16300000000001
117.00,23.25,22.283000000000015
117.75,23.25,22.67100000000005
118.50,23.25,23.02800000000002
119.25,23.25,23.68100000000004
120.00,23.25,23.007000000000005
120.75,23.25,20.637
121.50,23.25,22.168000000000006
122.25,23.25,23.903999999999996
123.00,23.25,24.80400000000003
123.75,23.25,24.924000000000035
124.50,23.25,24.891999999999996
125.25,23.25,24.949000000000012
126.00,23.25,24.956000000000017
126.75,23.25,24.95500000000004
127.50,23.25,24.972000000000037
128.25,23.25,24.964
129.00,23.25,25.004999999999995
129.75,23.25,25.019000000000005
130.50,23.25,25.08200000000005
111.00,24.00,20.479000000000042
111.75,24.00,20.30600000000004
112.50,24.00,20.472000000000037
113.25,24.00,20.896000000000015
114.00,24.00,20.786
114.75,24.00,20.753000000000043
115.50,24.00,20.864000000000033
116.25,24.00,21.146000000000015
117.00,24.00,21.00400000000002
117.75,24.00,22.15100000000001
118.50,24.00,21.985000000000014
119.25,24.00,22.638000000000034
120.00,24.00,22.40900000000005
120.75,24.00,20.00400000000002
121.50,24.00,19.402000000000044
122.25,24.00,22.52800000000002
123.00,24.00,24.43300000000005
123.75,24.00,24.446000000000026
124.50,24.00,24.562000000000012
125.25,24.00,24.555000000000007
126.00,24.00,24.61500000000001
126.75,24.00,24.59400000000005
127.50,24.00,24.614000000000033
128.25,24.00,24.607000000000028
129.00,24.00,24.61700000000002
129.75,24.00,24.626000000000033
130.50,24.00,24.64500000000004
111.00,24.75,18.959000000000003
111.75,24.75,18.61700000000002
112.50,24.75,18.91900000000004
113.25,24.75,19.325000000000045
114.00,24.75,19.65700000000004
114.75,24.75,19.80600000000004
115.50,24.75,20.09200000000004
116.25,24.75,20.110000000000014
117.00,24.75,19.896000000000015
117.75,24.75,20.42100000000005
118.50,24.75,21.273000000000025
119.25,24.75,21.273000000000025
120.00,24.75,21.91900000000004
120.75,24.75,20.94100000000003
121.50,24.75,20.346000000000004
122.25,24.75,22.28000000000003
123.00,24.75,23.91500000000002
123.75,24.75,23.906000000000006
124.50,24.75,24.134000000000015
125.25,24.75,24.122000000000014
126.00,24.75,24.223000000000013
126.75,24.75,24.222000000000037
127.50,24.75,24.220000000000027
128.25,24.75,24.215000000000032
129.00,24.75,24.211000000000013
129.75,24.75,24.225000000000023
130.50,24.75,24.242999999999995
111.00,25.50,17.708000000000027
111.75,25.50,18.124000000000024
112.50,25.50,18.50200000000001
113.25,25.50,18.302999999999997
114.00,25.50,18.355999999999995
114.75,25.50,19.146000000000015
115.50,25.50,19.43300000000005
116.25,25.50,19.227000000000032
117.00,25.50,18.826999999999998
117.75,25.50,18.89100000000002
118.50,25.50,19.607000000000028
119.25,25.50,20.701000000000022
120.00,25.50,20.790999999999997
120.75,25.50,21.28000000000003
121.50,25.50,21.68900000000002
122.25,25.50,22.446000000000026
123.00,25.50,23.095000000000027
123.75,25.50,23.329000000000008
124.50,25.50,23.54400000000004
125.25,25.50,23.640000000000043
126.00,25.50,23.763000000000034
126.75,25.50,23.75600000000003
127.50,25.50,23.821000000000026
128.25,25.50,23.802999999999997
129.00,25.50,23.821000000000026
129.75,25.50,23.821000000000026
130.50,25.50,23.80400000000003
111.00,26.25,16.89300000000003
111.75,26.25,18.0
112.50,26.25,18.621000000000038
113.25,26.25,18.13100000000003
114.00,26.25,17.575000000000045
114.75,26.25,18.54600000000005
115.50,26.25,19.024
116.25,26.25,18.762
117.00,26.25,18.664000000000044
117.75,26.25,18.758000000000038
118.50,26.25,18.745000000000005
119.25,26.25,19.161
120.00,26.25,19.17100000000005
120.75,26.25,20.462000000000046
121.50,26.25,21.124000000000024
122.25,26.25,21.708000000000027
123.00,26.25,22.134000000000015
123.75,26.25,22.51400000000001
124.50,26.25,22.769000000000005
125.25,26.25,23.05200000000002
126.00,26.25,23.224000000000046
126.75,26.25,23.309000000000026
127.50,26.25,23.325000000000045
128.25,26.25,23.30400000000003
129.00,26.25,23.36700000000002
129.75,26.25,23.400000000000034
130.50,26.25,23.42900000000003
111.00,27.00,16.89100000000002
111.75,27.00,17.75
112.50,27.00,18.47800000000001
113.25,27.00,18.52000000000004
114.00,27.00,18.076000000000022
114.75,27.00,18.56800000000004
115.50,27.00,18.87900000000002
116.25,27.00,18.567000000000007
117.00,27.00,18.444000000000017
117.75,27.00,18.487000000000023
118.50,27.00,18.293000000000006
119.25,27.00,17.418000000000006
120.00,27.00,18.802999999999997
120.75,27.00,19.091000000000008
121.50,27.00,19.964
122.25,27.00,20.611000000000047
123.00,27.00,21.104000000000042
123.75,27.00,21.497000000000014
124.50,27.00,21.908000000000015
125.25,27.00,22.289000000000044
126.00,27.00,22.548000000000002
126.75,27.00,22.777000000000044
127.50,27.00,22.80200000000002
128.25,27.00,22.870000000000005
129.00,27.00,22.92900000000003
129.75,27.00,22.968000000000018
130.50,27.00,22.999000000000024
111.00,27.75,16.352000000000032
111.75,27.75,16.96700000000004
112.50,27.75,18.14300000000003
113.25,27.75,18.33000000000004
114.00,27.75,18.004999999999995
114.75,27.75,18.25
115.50,27.75,18.609000000000037
116.25,27.75,18.576999999999998
117.00,27.75,18.337000000000046
117.75,27.75,17.85300000000001
118.50,27.75,17.461000000000013
119.25,27.75,16.274
120.00,27.75,17.21700000000004
120.75,27.75,17.41500000000002
121.50,27.75,18.78000000000003
122.25,27.75,19.50400000000002
123.00,27.75,20.06600000000003
123.75,27.75,20.57000000000005
124.50,27.75,20.963000000000022
125.25,27.75,21.43100000000004
126.00,27.75,21.849000000000046
126.75,27.75,22.17500000000001
127.50,27.75,22.313000000000045
128.25,27.75,22.378000000000043
129.00,27.75,22.396000000000015
129.75,27.75,22.510000000000048
130.50,27.75,22.583000000000027
111.00,28.50,16.451999999999998
111.75,28.50,17.073000000000036
112.50,28.50,17.942000000000007
113.25,28.50,17.872000000000014
114.00,28.50,17.336000000000013
114.75,28.50,17.451999999999998
115.50,28.50,18.111000000000047
116.25,28.50,18.733000000000004
117.00,28.50,18.633000000000038
117.75,28.50,18.037000000000035
118.50,28.50,17.379999999999995
119.25,28.50,16.75400000000002
120.00,28.50,16.90500000000003
120.75,28.50,17.562000000000012
121.50,28.50,17.323000000000036
122.25,28.50,18.44500000000005
123.00,28.50,19.113
123.75,28.50,19.665999999999997
124.50,28.50,20.076000000000022
125.25,28.50,20.55400000000003
126.00,28.50,21.01400000000001
126.75,28.50,21.43900000000002
127.50,28.50,21.736000000000047
128.25,28.50,21.888000000000034
129.00,28.50,21.951000000000022
129.75,28.50,22.033000000000015
130.50,28.50,22.116000000000042
111.00,29.25,16.222000000000037
111.75,29.25,17.50200000000001
112.50,29.25,17.92500000000001
113.25,29.25,17.63100000000003
114.00,29.25,16.826000000000022
114.75,29.25,16.763000000000034
115.50,29.25,17.367999999999995
116.25,29.25,17.874000000000024
117.00,29.25,18.25200000000001
117.75,29.25,17.790999999999997
118.50,29.25,17.168000000000006
119.25,29.25,17.194000000000017
120.00,29.25,17.061000000000035
120.75,29.25,17.04600000000005
121.50,29.25,17.761000000000024
122.25,29.25,17.480999999999995
123.00,29.25,18.25400000000002
123.75,29.25,18.821000000000026
124.50,29.25,19.27600000000001
125.25,29.25,19.712000000000046
126.00,29.25,20.172000000000025
126.75,29.25,20.656000000000006
127.50,29.25,21.03200000000004
128.25,29.25,21.29200000000003
129.00,29.25,21.43900000000002
129.75,29.25,21.54600000000005
130.50,29.25,21.685000000000002
111.00,30.00,15.12700000000001
111.75,30.00,17.177999999999997
112.50,30.00,17.698000000000036
113.25,30.00,17.55400000000003
114.00,30.00,17.248000000000047
114.75,30.00,17.013000000000034
115.50,30.00,16.942000000000007
116.25,30.00,17.177999999999997
117.00,30.00,17.40700000000004
117.75,30.00,16.809000000000026
118.50,30.00,16.454000000000008
119.25,30.00,16.664000000000044
120.00,30.00,17.025000000000034
120.75,30.00,17.235000000000014
121.50,30.00,17.460000000000036
122.25,30.00,16.850000000000023
123.00,30.00,17.50400000000002
123.75,30.00,18.093000000000018
124.50,30.00,18.480000000000018
125.25,30.00,18.883000000000038
126.00,30.00,19.32000000000005
126.75,30.00,19.79400000000004
127.50,30.00,20.257000000000005
128.25,30.00,20.588000000000022
129.00,30.00,20.82800000000003
129.75,30.00,20.932000000000016
130.50,30.00,20.984000000000037
111.00,30.75,14.16500000000002
111.75,30.75,16.384000000000015
112.50,30.75,17.160000000000025
113.25,30.75,17.013000000000034
114.00,30.75,17.06800000000004
114.75,30.75,16.93900000000002
115.50,30.75,16.141999999999996
116.25,30.75,15.91900000000004
117.00,30.75,16.479000000000042
117.75,30.75,16.551000000000045
118.50,30.75,16.414000000000044
119.25,30.75,16.38100000000003
120.00,30.75,16.66500000000002
120.75,30.75,16.980999999999995
121.50,30.75,16.16900000000004
122.25,30.75,16.450000000000045
123.00,30.75,16.902000000000044
123.75,30.75,17.375
124.50,30.75,17.726
125.25,30.75,18.117999999999995
126.00,30.75,18.525000000000034
126.75,30.75,18.992999999999995
127.50,30.75,19.45700000000005
128.25,30.75,19.785000000000025
129.00,30.75,20.043000000000006
129.75,30.75,20.076999999999998
130.50,30.75,19.962000000000046
111.00,31.50,13.696000000000026
111.75,31.50,15.455000000000041
112.50,31.50,16.462000000000046
113.25,31.50,16.263000000000034
114.00,31.50,16.21700000000004
114.75,31.50,16.188000000000045
115.50,31.50,15.617999999999995
116.25,31.50,15.491000000000042
117.00,31.50,16.012
117.75,31.50,16.371000000000038
118.50,31.50,16.361000000000047
119.25,31.50,16.348000000000013
120.00,31.50,16.524
120.75,31.50,16.329000000000008
121.50,31.50,16.31800000000004
122.25,31.50,16.031000000000006
123.00,31.50,16.379999999999995
123.75,31.50,16.69300000000004
124.50,31.50,17.027000000000044
125.25,31.50,17.359000000000037
126.00,31.50,17.790999999999997
126.75,31.50,18.258000000000038
127.50,31.50,18.65100000000001
128.25,31.50,18.97800000000001
129.00,31.50,19.21700000000004
129.75,31.50,19.04000000000002
130.50,31.50,18.876000000000033
111.00,32.25,14.201000000000022
111.75,32.25,15.316000000000031
112.50,32.25,16.009000000000015
113.25,32.25,15.765000000000043
114.00,32.25,15.715000000000032
114.75,32.25,15.93100000000004
115.50,32.25,15.786000000000001
116.25,32.25,15.784000000000049
117.00,32.25,15.900000000000034
117.75,32.25,15.840000000000032
118.50,32.25,15.845000000000027
119.25,32.25,15.875
120.00,32.25,15.80400000000003
120.75,32.25,15.742999999999995
121.50,32.25,15.413000000000011
122.25,32.25,15.586000000000013
123.00,32.25,15.831000000000017
123.75,32.25,16.059000000000026
124.50,32.25,16.364000000000033
125.25,32.25,16.680000000000007
126.00,32.25,17.08000000000004
126.75,32.25,17.474000000000046
127.50,32.25,17.834000000000003
128.25,32.25,18.144000000000005
129.00,32.25,18.28200000000004
129.75,32.25,17.926000000000045
130.50,32.25,17.198000000000036
111.00,33.00,14.066000000000031
111.75,33.00,14.694000000000017
112.50,33.00,15.153999999999996
113.25,33.00,15.410000000000025
114.00,33.00,15.648000000000025
114.75,33.00,15.848000000000013
115.50,33.00,15.840000000000032
116.25,33.00,15.718000000000018
117.00,33.00,15.535000000000025
117.75,33.00,15.388000000000034
118.50,33.00,15.373000000000047
119.25,33.00,15.213000000000022
120.00,33.00,15.216000000000008
120.75,33.00,15.388000000000034
121.50,33.00,15.100000000000023
122.25,33.00,15.156000000000006
123.00,33.00,15.312000000000012
123.75,33.00,15.496000000000038
124.50,33.00,15.746000000000038
125.25,33.00,15.972000000000037
126.00,33.00,16.29000000000002
126.75,33.00,16.741000000000042
127.50,33.00,16.95500000000004
128.25,33.00,17.28000000000003
129.00,33.00,17.20700000000005
129.75,33.00,16.965000000000032
130.50,33.00,16.394000000000005
