t,sat_name,beam_index,ue,received power (W),phase (radians),path loss (dB),path gain (dB)
2,3_0_24,7,2,3.53213e-14,1.0456,225.442,-225.442
2,3_0_24,7,3,5.92807e-12,-2.56786,203.194,-203.194
2,3_0_24,8,1,8.73079e-11,2.87007,191.512,-191.512
2,3_0_24,8,2,7.53765e-12,0.979125,202.15,-202.15
2,3_0_24,8,3,3.70438e-14,-2.69741,225.236,-225.236
2,3_0_24,9,1,1.93386e-08,2.88846,168.059,-168.059
2,3_0_24,9,2,3.01966e-09,0.988272,176.123,-176.123
2,3_0_24,9,3,1.03178e-12,-2.67636,210.787,-210.787
2,3_0_24,10,1,2.18338e-13,2.90685,217.531,-217.531
2,3_0_24,10,2,2.64328e-12,0.997419,206.701,-206.701
2,3_0_24,10,3,1.05979e-12,-2.65531,210.671,-210.671
2,3_0_24,11,1,6.70847e-16,-0.21635,242.657,-242.657
2,3_0_24,11,2,2.72302e-14,-2.13503,226.572,-226.572
2,3_0_24,11,3,8.30544e-14,-2.63425,221.729,-221.729
2,3_0_24,12,1,4.71344e-14,2.82802,224.189,-224.189
2,3_0_24,12,2,2.36049e-15,0.94009,237.193,-237.193
2,3_0_24,12,3,2.80931e-15,-2.76381,236.437,-236.437
2,3_0_24,13,1,2.88588e-14,2.84641,226.32,-226.32
2,3_0_24,13,2,8.30272e-14,0.949237,221.731,-221.731
2,3_0_24,13,3,1.66106e-14,-2.74275,228.719,-228.719
2,3_0_24,14,1,5.92935e-13,2.8648,213.193,-213.193
2,3_0_24,14,2,3.12339e-13,0.958384,215.977,-215.977
2,3_0_24,14,3,5.47306e-14,-2.7217,223.54,-223.54
2,3_0_24,15,1,1.92952e-12,2.8832,208.068,-208.068
2,3_0_24,15,2,3.36309e-13,0.967531,215.655,-215.655
2,3_0_24,15,3,5.5274e-13,-2.70064,213.498,-213.498
2,3_0_24,16,1,7.3914e-12,2.78597,202.236,-202.236
2,3_0_24,16,2,1.98709e-12,0.901054,207.941,-207.941
2,3_0_24,16,3,6.42678e-13,-2.8302,212.843,-212.843
2,3_0_24,17,1,7.28751e-12,2.80437,202.297,-202.297
2,3_0_24,17,2,1.53795e-13,0.910201,219.053,-219.053
2,3_0_24,17,3,8.65061e-13,-2.80915,211.552,-211.552
2,3_0_24,18,1,8.14359e-12,2.82276,201.815,-201.815
2,3_0_24,18,2,1.35731e-11,0.919348,199.596,-199.596
2,3_0_24,18,3,1.31952e-12,-2.78809,209.719,-209.719
